"Page type"	"Age breast with all 7gr"	"Merge AJCC stage-breast"	"Sex"	"Origin recode NHIA (Hispanic, Non-Hisp)"	"Interval"	"Alive at Start"	"Died"	"Lost to Followup"	"Observed Survival (Interval)"	"Observed Survival (Cum)"	"Expected Survival (Interval)"	"Expected Survival (Cum)"	"Relative Survival (Interval)"	"Relative Survival (Cum)"	"Observed SE (Interval)"	"Observed SE (Cum)"	"Relative SE (Interval)"	"Relative SE (Cum)"
0	1	2	2	1	11	1116	22	135	0.97902	0.60654	0.99543	0.96578	0.98351	0.62803	0.00443	0.00917	0.00445	0.00950
0	1	2	2	1	12	959	31	119	0.96554	0.58564	0.99502	0.96098	0.97036	0.60942	0.00608	0.00960	0.00611	0.00999
0	1	2	2	1	13	809	23	129	0.96911	0.56755	0.99456	0.95575	0.97441	0.59382	0.00634	0.01001	0.00638	0.01048
0	1	2	2	1	14	657	25	108	0.95854	0.54402	0.99412	0.95013	0.96421	0.57257	0.00812	0.01065	0.00817	0.01121
0	1	2	2	1	15	524	11	103	0.97672	0.53135	0.99362	0.94407	0.98299	0.56283	0.00694	0.01106	0.00698	0.01172
0	1	2	2	1	16	410	8	93	0.97799	0.51966	0.99302	0.93747	0.98487	0.55432	0.00769	0.01157	0.00775	0.01234
0	1	2	2	1	17	309	8	81	0.97020	0.50417	0.99250	0.93044	0.97754	0.54186	0.01038	0.01245	0.01045	0.01338
0	1	2	2	1	18	220	3	65	0.98400	0.49611	0.99203	0.92303	0.99191	0.53748	0.00916	0.01309	0.00924	0.01418
0	1	2	2	1	19	152	4	76	0.96491	0.47870	0.99155	0.91522	0.97314	0.52304	0.01723	0.01525	0.01738	0.01667
0	1	3	0	0	1	6939	1777	43	0.74312	0.74312	0.99651	0.99651	0.74572	0.74572	0.00525	0.00525	0.00527	0.00527
0	1	3	0	0	2	5119	1079	33	0.78854	0.58597	0.99637	0.99289	0.79141	0.59017	0.00572	0.00593	0.00574	0.00598
0	1	3	0	0	3	4007	846	244	0.78224	0.45837	0.99617	0.98908	0.78525	0.46343	0.00662	0.00605	0.00665	0.00612
0	1	3	0	0	4	2917	607	192	0.78483	0.35974	0.99595	0.98508	0.78802	0.36519	0.00774	0.00593	0.00777	0.00602
0	1	3	0	0	5	2118	386	164	0.81041	0.29154	0.99569	0.98083	0.81392	0.29724	0.00869	0.00573	0.00872	0.00584
0	1	3	0	0	6	1568	237	147	0.84142	0.24531	0.99541	0.97633	0.84529	0.25125	0.00945	0.00555	0.00949	0.00569
0	1	3	0	0	7	1184	156	100	0.86243	0.21156	0.99507	0.97152	0.86671	0.21776	0.01023	0.00541	0.01028	0.00556
0	1	3	0	0	8	928	118	113	0.86460	0.18292	0.99475	0.96641	0.86917	0.18927	0.01159	0.00528	0.01165	0.00546
0	1	3	0	0	9	697	71	63	0.89331	0.16340	0.99434	0.96094	0.89840	0.17004	0.01197	0.00520	0.01204	0.00541
0	1	3	0	0	10	563	56	69	0.89404	0.14609	0.99386	0.95505	0.89956	0.15296	0.01339	0.00514	0.01347	0.00538
0	1	3	0	0	11	438	33	43	0.92077	0.13451	0.99342	0.94877	0.92687	0.14178	0.01323	0.00511	0.01332	0.00539
0	1	3	0	0	12	362	24	53	0.92846	0.12489	0.99288	0.94201	0.93513	0.13258	0.01407	0.00511	0.01417	0.00542
0	1	3	0	0	13	285	18	48	0.93103	0.11628	0.99228	0.93473	0.93828	0.12440	0.01568	0.00514	0.01581	0.00550
0	1	3	0	0	14	219	15	39	0.92481	0.10753	0.99155	0.92684	0.93269	0.11602	0.01867	0.00523	0.01883	0.00564
0	1	3	0	0	15	165	12	31	0.91973	0.09890	0.99093	0.91843	0.92815	0.10769	0.02222	0.00537	0.02243	0.00585
0	1	3	0	0	16	122	7	23	0.93665	0.09264	0.99029	0.90951	0.94584	0.10185	0.02317	0.00553	0.02340	0.00608
0	1	3	0	0	17	92	6	24	0.92500	0.08569	0.98957	0.90003	0.93475	0.09521	0.02945	0.00579	0.02976	0.00644
0	1	3	0	0	18	62	2	19	0.96190	0.08243	0.98841	0.88959	0.97319	0.09265	0.02642	0.00602	0.02673	0.00676
0	1	3	0	0	19	41	2	20	0.93548	0.07711	0.98688	0.87792	0.94792	0.08783	0.04412	0.00670	0.04471	0.00763
0	1	3	0	1	1	1075	235	25	0.77882	0.77882	0.99793	0.99793	0.78044	0.78044	0.01273	0.01273	0.01276	0.01276
0	1	3	0	1	2	815	179	16	0.77819	0.60607	0.99778	0.99571	0.77992	0.60868	0.01463	0.01510	0.01466	0.01516
0	1	3	0	1	3	620	116	64	0.80272	0.48651	0.99761	0.99333	0.80464	0.48977	0.01641	0.01568	0.01645	0.01578
0	1	3	0	1	4	440	75	41	0.82122	0.39953	0.99744	0.99079	0.82333	0.40324	0.01871	0.01577	0.01876	0.01591
0	1	3	0	1	5	324	56	31	0.81848	0.32700	0.99717	0.98798	0.82080	0.33098	0.02195	0.01560	0.02201	0.01579
0	1	3	0	1	6	237	41	23	0.81818	0.26755	0.99697	0.98499	0.82067	0.27163	0.02568	0.01528	0.02576	0.01551
0	1	3	0	1	7	173	34	22	0.79012	0.21140	0.99666	0.98170	0.79277	0.21534	0.03199	0.01480	0.03210	0.01508
0	1	3	0	1	8	117	23	13	0.79186	0.16740	0.99642	0.97818	0.79470	0.17113	0.03862	0.01428	0.03876	0.01460
0	1	3	0	1	9	81	13	8	0.83117	0.13913	0.99614	0.97441	0.83439	0.14279	0.04269	0.01386	0.04286	0.01422
0	1	3	0	1	10	60	6	10	0.89091	0.12396	0.99571	0.97023	0.89475	0.12776	0.04204	0.01366	0.04222	0.01408
0	1	3	0	1	11	44	2	12	0.94737	0.11743	0.99534	0.96571	0.95180	0.12160	0.03622	0.01370	0.03639	0.01418
0	1	3	0	1	12	30	1	3	0.96491	0.11331	0.99505	0.96093	0.96971	0.11792	0.03447	0.01382	0.03464	0.01439
0	1	3	0	1	13	26	2	1	0.92157	0.10442	0.99468	0.95583	0.92649	0.10925	0.05324	0.01410	0.05352	0.01475
0	1	3	0	1	14	23	1	5	0.95122	0.09933	0.99447	0.95054	0.95651	0.10450	0.04758	0.01430	0.04784	0.01504
0	1	3	0	1	15	17	1	6	0.92857	0.09224	0.99389	0.94473	0.93428	0.09763	0.06883	0.01493	0.06925	0.01581
0	1	3	0	1	16	10	0	0	1.00000	0.09224	0.99383	0.93890	1.00000*	0.09763#	0.00000	0.01493	0.00000	0.01581#
0	1	3	0	1	17	10	0	4	1.00000	0.09224	0.99330	0.93261	1.00000*	0.09763#	0.00000	0.01493	0.00000	0.01581#
0	1	3	0	1	18	6	0	2	1.00000	0.09224	0.99192	0.92507	1.00000*	0.09763#	0.00000	0.01493	0.00000	0.01581#
0	1	3	0	1	19	4	0	0	1.00000	0.09224	0.99106	0.91680	1.00000*	0.09763#	0.00000	0.01493	0.00000	0.01581#
0	1	3	2	0	1	6939	1777	43	0.74312	0.74312	0.99651	0.99651	0.74572	0.74572	0.00525	0.00525	0.00527	0.00527
0	1	3	2	0	2	5119	1079	33	0.78854	0.58597	0.99637	0.99289	0.79141	0.59017	0.00572	0.00593	0.00574	0.00598
0	1	3	2	0	3	4007	846	244	0.78224	0.45837	0.99617	0.98908	0.78525	0.46343	0.00662	0.00605	0.00665	0.00612
0	1	3	2	0	4	2917	607	192	0.78483	0.35974	0.99595	0.98508	0.78802	0.36519	0.00774	0.00593	0.00777	0.00602
0	1	3	2	0	5	2118	386	164	0.81041	0.29154	0.99569	0.98083	0.81392	0.29724	0.00869	0.00573	0.00872	0.00584
0	1	3	2	0	6	1568	237	147	0.84142	0.24531	0.99541	0.97633	0.84529	0.25125	0.00945	0.00555	0.00949	0.00569
0	1	3	2	0	7	1184	156	100	0.86243	0.21156	0.99507	0.97152	0.86671	0.21776	0.01023	0.00541	0.01028	0.00556
0	1	3	2	0	8	928	118	113	0.86460	0.18292	0.99475	0.96641	0.86917	0.18927	0.01159	0.00528	0.01165	0.00546
0	1	3	2	0	9	697	71	63	0.89331	0.16340	0.99434	0.96094	0.89840	0.17004	0.01197	0.00520	0.01204	0.00541
0	1	3	2	0	10	563	56	69	0.89404	0.14609	0.99386	0.95505	0.89956	0.15296	0.01339	0.00514	0.01347	0.00538
0	1	3	2	0	11	438	33	43	0.92077	0.13451	0.99342	0.94877	0.92687	0.14178	0.01323	0.00511	0.01332	0.00539
0	1	3	2	0	12	362	24	53	0.92846	0.12489	0.99288	0.94201	0.93513	0.13258	0.01407	0.00511	0.01417	0.00542
0	1	3	2	0	13	285	18	48	0.93103	0.11628	0.99228	0.93473	0.93828	0.12440	0.01568	0.00514	0.01581	0.00550
0	1	3	2	0	14	219	15	39	0.92481	0.10753	0.99155	0.92684	0.93269	0.11602	0.01867	0.00523	0.01883	0.00564
0	1	3	2	0	15	165	12	31	0.91973	0.09890	0.99093	0.91843	0.92815	0.10769	0.02222	0.00537	0.02243	0.00585
0	1	3	2	0	16	122	7	23	0.93665	0.09264	0.99029	0.90951	0.94584	0.10185	0.02317	0.00553	0.02340	0.00608
0	1	3	2	0	17	92	6	24	0.92500	0.08569	0.98957	0.90003	0.93475	0.09521	0.02945	0.00579	0.02976	0.00644
0	1	3	2	0	18	62	2	19	0.96190	0.08243	0.98841	0.88959	0.97319	0.09265	0.02642	0.00602	0.02673	0.00676
0	1	3	2	0	19	41	2	20	0.93548	0.07711	0.98688	0.87792	0.94792	0.08783	0.04412	0.00670	0.04471	0.00763
0	1	3	2	1	1	1075	235	25	0.77882	0.77882	0.99793	0.99793	0.78044	0.78044	0.01273	0.01273	0.01276	0.01276
0	1	3	2	1	2	815	179	16	0.77819	0.60607	0.99778	0.99571	0.77992	0.60868	0.01463	0.01510	0.01466	0.01516
0	1	3	2	1	3	620	116	64	0.80272	0.48651	0.99761	0.99333	0.80464	0.48977	0.01641	0.01568	0.01645	0.01578
0	1	3	2	1	4	440	75	41	0.82122	0.39953	0.99744	0.99079	0.82333	0.40324	0.01871	0.01577	0.01876	0.01591
0	1	3	2	1	5	324	56	31	0.81848	0.32700	0.99717	0.98798	0.82080	0.33098	0.02195	0.01560	0.02201	0.01579
0	1	3	2	1	6	237	41	23	0.81818	0.26755	0.99697	0.98499	0.82067	0.27163	0.02568	0.01528	0.02576	0.01551
0	1	3	2	1	7	173	34	22	0.79012	0.21140	0.99666	0.98170	0.79277	0.21534	0.03199	0.01480	0.03210	0.01508
0	1	3	2	1	8	117	23	13	0.79186	0.16740	0.99642	0.97818	0.79470	0.17113	0.03862	0.01428	0.03876	0.01460
0	1	3	2	1	9	81	13	8	0.83117	0.13913	0.99614	0.97441	0.83439	0.14279	0.04269	0.01386	0.04286	0.01422
0	1	3	2	1	10	60	6	10	0.89091	0.12396	0.99571	0.97023	0.89475	0.12776	0.04204	0.01366	0.04222	0.01408
0	1	3	2	1	11	44	2	12	0.94737	0.11743	0.99534	0.96571	0.95180	0.12160	0.03622	0.01370	0.03639	0.01418
0	1	3	2	1	12	30	1	3	0.96491	0.11331	0.99505	0.96093	0.96971	0.11792	0.03447	0.01382	0.03464	0.01439
0	1	3	2	1	13	26	2	1	0.92157	0.10442	0.99468	0.95583	0.92649	0.10925	0.05324	0.01410	0.05352	0.01475
0	1	3	2	1	14	23	1	5	0.95122	0.09933	0.99447	0.95054	0.95651	0.10450	0.04758	0.01430	0.04784	0.01504
0	1	3	2	1	15	17	1	6	0.92857	0.09224	0.99389	0.94473	0.93428	0.09763	0.06883	0.01493	0.06925	0.01581
0	1	3	2	1	16	10	0	0	1.00000	0.09224	0.99383	0.93890	1.00000*	0.09763#	0.00000	0.01493	0.00000	0.01581#
0	1	3	2	1	17	10	0	4	1.00000	0.09224	0.99330	0.93261	1.00000*	0.09763#	0.00000	0.01493	0.00000	0.01581#
0	1	3	2	1	18	6	0	2	1.00000	0.09224	0.99192	0.92507	1.00000*	0.09763#	0.00000	0.01493	0.00000	0.01581#
0	1	3	2	1	19	4	0	0	1.00000	0.09224	0.99106	0.91680	1.00000*	0.09763#	0.00000	0.01493	0.00000	0.01581#
0	1	4	0	0	1	164442	3202	1225	0.98046	0.98046	0.99683	0.99683	0.98357	0.98357	0.00034	0.00034	0.00034	0.00034
0	1	4	0	0	2	160015	3959	1173	0.97517	0.95611	0.99660	0.99344	0.97850	0.96242	0.00039	0.00051	0.00039	0.00051
0	1	4	0	0	3	154883	3677	8767	0.97557	0.93275	0.99634	0.98981	0.97915	0.94235	0.00040	0.00062	0.00040	0.00063
0	1	4	0	0	4	142439	3198	8375	0.97687	0.91117	0.99607	0.98592	0.98072	0.92419	0.00040	0.00072	0.00041	0.00073
0	1	4	0	0	5	130866	2624	8397	0.97928	0.89230	0.99578	0.98176	0.98344	0.90888	0.00040	0.00079	0.00040	0.00081
0	1	4	0	0	6	119845	2135	8218	0.98155	0.87584	0.99546	0.97730	0.98603	0.89618	0.00040	0.00085	0.00040	0.00087
0	1	4	0	0	7	109492	1780	8047	0.98312	0.86106	0.99512	0.97253	0.98794	0.88537	0.00040	0.00091	0.00040	0.00093
0	1	4	0	0	8	99665	1511	7890	0.98421	0.84746	0.99475	0.96743	0.98941	0.87599	0.00040	0.00096	0.00041	0.00099
0	1	4	0	0	9	90264	1293	7766	0.98503	0.83478	0.99436	0.96197	0.99062	0.86778	0.00041	0.00101	0.00042	0.00105
0	1	4	0	0	10	81205	1103	7590	0.98575	0.82288	0.99394	0.95614	0.99176	0.86063	0.00043	0.00105	0.00043	0.00110
0	1	4	0	0	11	72512	978	7603	0.98577	0.81117	0.99347	0.94990	0.99224	0.85395	0.00045	0.00110	0.00045	0.00116
0	1	4	0	0	12	63931	841	7389	0.98604	0.79984	0.99297	0.94323	0.99302	0.84799	0.00048	0.00116	0.00048	0.00122
0	1	4	0	0	13	55701	814	7283	0.98436	0.78734	0.99244	0.93609	0.99186	0.84109	0.00054	0.00122	0.00055	0.00130
0	1	4	0	0	14	47604	613	6910	0.98612	0.77641	0.99186	0.92848	0.99420	0.83622	0.00056	0.00128	0.00056	0.00138
0	1	4	0	0	15	40081	546	6882	0.98510	0.76484	0.99122	0.92032	0.99382	0.83105	0.00063	0.00135	0.00064	0.00147
0	1	4	0	0	16	32653	438	6643	0.98507	0.75342	0.99050	0.91159	0.99451	0.82649	0.00071	0.00144	0.00071	0.00158
0	1	4	0	0	17	25572	357	6421	0.98404	0.74139	0.98973	0.90223	0.99424	0.82173	0.00084	0.00155	0.00085	0.00172
0	1	4	0	0	18	18794	272	6282	0.98262	0.72850	0.98890	0.89221	0.99366	0.81652	0.00104	0.00171	0.00106	0.00191
0	1	4	0	0	19	12240	167	6246	0.98168	0.71516	0.98800	0.88150	0.99360	0.81130	0.00140	0.00196	0.00142	0.00223
0	1	4	0	1	1	25650	495	881	0.98036	0.98036	0.99795	0.99795	0.98238	0.98238	0.00087	0.00087	0.00088	0.00088
0	1	4	0	1	2	24274	683	625	0.97150	0.95242	0.99778	0.99574	0.97366	0.95650	0.00108	0.00135	0.00108	0.00136
0	1	4	0	1	3	22966	609	1926	0.97232	0.92606	0.99759	0.99334	0.97467	0.93227	0.00111	0.00169	0.00111	0.00170
0	1	4	0	1	4	20431	533	1670	0.97280	0.90087	0.99739	0.99074	0.97535	0.90929	0.00116	0.00196	0.00117	0.00198
0	1	4	0	1	5	18228	390	1688	0.97757	0.88066	0.99716	0.98793	0.98035	0.89142	0.00112	0.00217	0.00113	0.00219
0	1	4	0	1	6	16150	353	1500	0.97708	0.86047	0.99692	0.98489	0.98009	0.87368	0.00121	0.00237	0.00121	0.00241
0	1	4	0	1	7	14297	253	1380	0.98141	0.84447	0.99666	0.98160	0.98469	0.86030	0.00116	0.00253	0.00116	0.00258
0	1	4	0	1	8	12664	207	1302	0.98277	0.82992	0.99639	0.97806	0.98633	0.84854	0.00119	0.00268	0.00119	0.00274
0	1	4	0	1	9	11155	185	1232	0.98245	0.81535	0.99609	0.97424	0.98630	0.83691	0.00128	0.00284	0.00128	0.00291
0	1	4	0	1	10	9738	155	1093	0.98314	0.80161	0.99576	0.97011	0.98732	0.82630	0.00134	0.00300	0.00135	0.00309
0	1	4	0	1	11	8490	115	1130	0.98549	0.78997	0.99540	0.96565	0.99004	0.81807	0.00134	0.00315	0.00135	0.00326
0	1	4	0	1	12	7245	99	1003	0.98532	0.77838	0.99501	0.96083	0.99026	0.81011	0.00146	0.00331	0.00147	0.00344
0	1	4	0	1	13	6143	81	961	0.98570	0.76724	0.99458	0.95562	0.99106	0.80287	0.00158	0.00348	0.00159	0.00365
0	1	4	0	1	14	5101	88	815	0.98125	0.75286	0.99413	0.95001	0.98705	0.79247	0.00198	0.00374	0.00199	0.00394
0	1	4	0	1	15	4198	58	821	0.98469	0.74133	0.99361	0.94394	0.99102	0.78535	0.00200	0.00398	0.00201	0.00421
0	1	4	0	1	16	3319	44	747	0.98506	0.73025	0.99302	0.93735	0.99199	0.77906	0.00224	0.00426	0.00225	0.00454
0	1	4	0	1	17	2528	35	665	0.98406	0.71861	0.99243	0.93025	0.99157	0.77249	0.00267	0.00462	0.00269	0.00497
0	1	4	0	1	18	1828	28	638	0.98144	0.70528	0.99176	0.92258	0.98960	0.76446	0.00347	0.00518	0.00350	0.00561
0	1	4	0	1	19	1162	20	603	0.97676	0.68889	0.99109	0.91436	0.98554	0.75341	0.00514	0.00622	0.00518	0.00680
0	1	4	2	0	1	164442	3202	1225	0.98046	0.98046	0.99683	0.99683	0.98357	0.98357	0.00034	0.00034	0.00034	0.00034
0	1	4	2	0	2	160015	3959	1173	0.97517	0.95611	0.99660	0.99344	0.97850	0.96242	0.00039	0.00051	0.00039	0.00051
0	1	4	2	0	3	154883	3677	8767	0.97557	0.93275	0.99634	0.98981	0.97915	0.94235	0.00040	0.00062	0.00040	0.00063
0	1	4	2	0	4	142439	3198	8375	0.97687	0.91117	0.99607	0.98592	0.98072	0.92419	0.00040	0.00072	0.00041	0.00073
0	1	4	2	0	5	130866	2624	8397	0.97928	0.89230	0.99578	0.98176	0.98344	0.90888	0.00040	0.00079	0.00040	0.00081
0	1	4	2	0	6	119845	2135	8218	0.98155	0.87584	0.99546	0.97730	0.98603	0.89618	0.00040	0.00085	0.00040	0.00087
0	1	4	2	0	7	109492	1780	8047	0.98312	0.86106	0.99512	0.97253	0.98794	0.88537	0.00040	0.00091	0.00040	0.00093
0	1	4	2	0	8	99665	1511	7890	0.98421	0.84746	0.99475	0.96743	0.98941	0.87599	0.00040	0.00096	0.00041	0.00099
0	1	4	2	0	9	90264	1293	7766	0.98503	0.83478	0.99436	0.96197	0.99062	0.86778	0.00041	0.00101	0.00042	0.00105
0	1	4	2	0	10	81205	1103	7590	0.98575	0.82288	0.99394	0.95614	0.99176	0.86063	0.00043	0.00105	0.00043	0.00110
0	1	4	2	0	11	72512	978	7603	0.98577	0.81117	0.99347	0.94990	0.99224	0.85395	0.00045	0.00110	0.00045	0.00116
0	1	4	2	0	12	63931	841	7389	0.98604	0.79984	0.99297	0.94323	0.99302	0.84799	0.00048	0.00116	0.00048	0.00122
0	1	4	2	0	13	55701	814	7283	0.98436	0.78734	0.99244	0.93609	0.99186	0.84109	0.00054	0.00122	0.00055	0.00130
0	1	4	2	0	14	47604	613	6910	0.98612	0.77641	0.99186	0.92848	0.99420	0.83622	0.00056	0.00128	0.00056	0.00138
0	1	4	2	0	15	40081	546	6882	0.98510	0.76484	0.99122	0.92032	0.99382	0.83105	0.00063	0.00135	0.00064	0.00147
0	1	4	2	0	16	32653	438	6643	0.98507	0.75342	0.99050	0.91159	0.99451	0.82649	0.00071	0.00144	0.00071	0.00158
0	1	4	2	0	17	25572	357	6421	0.98404	0.74139	0.98973	0.90223	0.99424	0.82173	0.00084	0.00155	0.00085	0.00172
0	1	4	2	0	18	18794	272	6282	0.98262	0.72850	0.98890	0.89221	0.99366	0.81652	0.00104	0.00171	0.00106	0.00191
0	1	4	2	0	19	12240	167	6246	0.98168	0.71516	0.98800	0.88150	0.99360	0.81130	0.00140	0.00196	0.00142	0.00223
0	1	4	2	1	1	25650	495	881	0.98036	0.98036	0.99795	0.99795	0.98238	0.98238	0.00087	0.00087	0.00088	0.00088
0	1	4	2	1	2	24274	683	625	0.97150	0.95242	0.99778	0.99574	0.97366	0.95650	0.00108	0.00135	0.00108	0.00136
0	1	4	2	1	3	22966	609	1926	0.97232	0.92606	0.99759	0.99334	0.97467	0.93227	0.00111	0.00169	0.00111	0.00170
0	1	4	2	1	4	20431	533	1670	0.97280	0.90087	0.99739	0.99074	0.97535	0.90929	0.00116	0.00196	0.00117	0.00198
0	1	4	2	1	5	18228	390	1688	0.97757	0.88066	0.99716	0.98793	0.98035	0.89142	0.00112	0.00217	0.00113	0.00219
0	1	4	2	1	6	16150	353	1500	0.97708	0.86047	0.99692	0.98489	0.98009	0.87368	0.00121	0.00237	0.00121	0.00241
0	1	4	2	1	7	14297	253	1380	0.98141	0.84447	0.99666	0.98160	0.98469	0.86030	0.00116	0.00253	0.00116	0.00258
0	1	4	2	1	8	12664	207	1302	0.98277	0.82992	0.99639	0.97806	0.98633	0.84854	0.00119	0.00268	0.00119	0.00274
0	1	4	2	1	9	11155	185	1232	0.98245	0.81535	0.99609	0.97424	0.98630	0.83691	0.00128	0.00284	0.00128	0.00291
0	1	4	2	1	10	9738	155	1093	0.98314	0.80161	0.99576	0.97011	0.98732	0.82630	0.00134	0.00300	0.00135	0.00309
0	1	4	2	1	11	8490	115	1130	0.98549	0.78997	0.99540	0.96565	0.99004	0.81807	0.00134	0.00315	0.00135	0.00326
0	1	4	2	1	12	7245	99	1003	0.98532	0.77838	0.99501	0.96083	0.99026	0.81011	0.00146	0.00331	0.00147	0.00344
0	1	4	2	1	13	6143	81	961	0.98570	0.76724	0.99458	0.95562	0.99106	0.80287	0.00158	0.00348	0.00159	0.00365
0	1	4	2	1	14	5101	88	815	0.98125	0.75286	0.99413	0.95001	0.98705	0.79247	0.00198	0.00374	0.00199	0.00394
0	1	4	2	1	15	4198	58	821	0.98469	0.74133	0.99361	0.94394	0.99102	0.78535	0.00200	0.00398	0.00201	0.00421
0	1	4	2	1	16	3319	44	747	0.98506	0.73025	0.99302	0.93735	0.99199	0.77906	0.00224	0.00426	0.00225	0.00454
0	1	4	2	1	17	2528	35	665	0.98406	0.71861	0.99243	0.93025	0.99157	0.77249	0.00267	0.00462	0.00269	0.00497
0	1	4	2	1	18	1828	28	638	0.98144	0.70528	0.99176	0.92258	0.98960	0.76446	0.00347	0.00518	0.00350	0.00561
0	1	4	2	1	19	1162	20	603	0.97676	0.68889	0.99109	0.91436	0.98554	0.75341	0.00514	0.00622	0.00518	0.00680
0	2	0	0	0	1	90003	397	587	0.99557	0.99557	0.99316	0.99316	1.00000*	1.00000*	0.00022	0.00022	0.00022	0.00022
0	2	0	0	0	2	89019	561	556	0.99368	0.98928	0.99265	0.98585	1.00000*	1.00000*#	0.00027	0.00034	0.00027	0.00022#
0	2	0	0	0	3	87902	727	6022	0.99144	0.98081	0.99210	0.97807	0.99933	1.00000*#	0.00032	0.00046	0.00032	0.00022#
0	2	0	0	0	4	81153	733	5909	0.99063	0.97161	0.99152	0.96977	0.99910	1.00000*	0.00034	0.00057	0.00035	0.00059
0	2	0	0	0	5	74511	758	5625	0.98943	0.96134	0.99088	0.96093	0.99853	1.00000*	0.00038	0.00068	0.00039	0.00070
0	2	0	0	0	6	68128	775	5334	0.98816	0.94996	0.99019	0.95151	0.99795	0.99838	0.00042	0.00078	0.00043	0.00082
0	2	0	0	0	7	62019	720	5015	0.98790	0.93847	0.98945	0.94147	0.99844	0.99682	0.00045	0.00088	0.00045	0.00094
0	2	0	0	0	8	56284	722	4970	0.98658	0.92587	0.98862	0.93075	0.99794	0.99476	0.00050	0.00099	0.00050	0.00106
0	2	0	0	0	9	50592	654	4837	0.98642	0.91330	0.98772	0.91932	0.99869	0.99346	0.00053	0.00109	0.00053	0.00118
0	2	0	0	0	10	45101	680	4575	0.98412	0.89880	0.98672	0.90712	0.99736	0.99083	0.00060	0.00120	0.00061	0.00133
0	2	0	0	0	11	39846	631	4474	0.98322	0.88372	0.98561	0.89406	0.99758	0.98843	0.00066	0.00133	0.00067	0.00148
0	2	0	0	0	12	34741	631	4323	0.98063	0.86660	0.98435	0.88007	0.99623	0.98470	0.00076	0.00146	0.00078	0.00166
0	2	0	0	0	13	29787	583	4079	0.97899	0.84839	0.98290	0.86502	0.99602	0.98079	0.00086	0.00162	0.00088	0.00187
0	2	0	0	0	14	25125	500	3730	0.97850	0.83016	0.98128	0.84882	0.99717	0.97801	0.00095	0.00178	0.00097	0.00209
0	2	0	0	0	15	20895	450	3628	0.97642	0.81058	0.97943	0.83136	0.99692	0.97500	0.00110	0.00196	0.00112	0.00236
0	2	0	0	0	16	16817	337	3350	0.97774	0.79254	0.97733	0.81251	1.00000*	0.97500#	0.00120	0.00215	0.00123	0.00236#
0	2	0	0	0	17	13130	328	3200	0.97155	0.76999	0.97504	0.79224	0.99642	0.97193	0.00155	0.00242	0.00159	0.00306
0	2	0	0	0	18	9602	223	3419	0.97175	0.74824	0.97247	0.77042	0.99926	0.97120	0.00187	0.00276	0.00192	0.00358
0	2	0	0	0	19	5960	128	3049	0.97114	0.72664	0.96957	0.74698	1.00000*	0.97120#	0.00251	0.00327	0.00259	0.00358#
0	2	0	0	1	1	8985	33	257	0.99627	0.99627	0.99516	0.99516	1.00000*	1.00000*	0.00065	0.00065	0.00065	0.00065
0	2	0	0	1	2	8695	60	147	0.99304	0.98934	0.99477	0.98996	0.99826	0.99937	0.00090	0.00110	0.00090	0.00111
0	2	0	0	1	3	8488	50	799	0.99382	0.98322	0.99436	0.98438	0.99946	0.99883	0.00087	0.00139	0.00088	0.00141
0	2	0	0	1	4	7639	76	764	0.98953	0.97293	0.99389	0.97836	0.99561	0.99444	0.00119	0.00181	0.00120	0.00185
0	2	0	0	1	5	6799	78	659	0.98794	0.96120	0.99339	0.97189	0.99452	0.98900	0.00136	0.00222	0.00137	0.00229
0	2	0	0	1	6	6062	60	588	0.98960	0.95120	0.99285	0.96494	0.99673	0.98576	0.00134	0.00255	0.00135	0.00264
0	2	0	0	1	7	5414	70	554	0.98637	0.93824	0.99226	0.95747	0.99407	0.97991	0.00162	0.00295	0.00163	0.00308
0	2	0	0	1	8	4790	56	527	0.98763	0.92663	0.99161	0.94944	0.99598	0.97597	0.00164	0.00329	0.00166	0.00347
0	2	0	0	1	9	4207	75	491	0.98107	0.90909	0.99088	0.94078	0.99010	0.96631	0.00217	0.00380	0.00219	0.00404
0	2	0	0	1	10	3641	44	434	0.98715	0.89740	0.99009	0.93146	0.99703	0.96344	0.00192	0.00414	0.00194	0.00445
0	2	0	0	1	11	3163	38	433	0.98710	0.88583	0.98921	0.92140	0.99787	0.96140	0.00208	0.00449	0.00210	0.00488
0	2	0	0	1	12	2692	38	368	0.98485	0.87241	0.98823	0.91056	0.99658	0.95811	0.00244	0.00493	0.00247	0.00541
0	2	0	0	1	13	2286	47	338	0.97780	0.85304	0.98713	0.89884	0.99055	0.94905	0.00320	0.00557	0.00324	0.00619
0	2	0	0	1	14	1901	38	311	0.97823	0.83447	0.98590	0.88617	0.99222	0.94166	0.00349	0.00621	0.00354	0.00701
0	2	0	0	1	15	1552	26	296	0.98148	0.81902	0.98448	0.87242	0.99695	0.93879	0.00360	0.00679	0.00365	0.00779
0	2	0	0	1	16	1230	27	250	0.97557	0.79900	0.98286	0.85746	0.99258	0.93183	0.00464	0.00764	0.00473	0.00891
0	2	0	0	1	17	953	30	241	0.96396	0.77021	0.98102	0.84119	0.98261	0.91562	0.00646	0.00899	0.00658	0.01069
0	2	0	0	1	18	682	20	257	0.96387	0.74238	0.97914	0.82364	0.98440	0.90134	0.00793	0.01061	0.00810	0.01288
