"Page type"	"Age breast with all 7gr"	"Merge AJCC stage-breast"	"Sex"	"Origin recode NHIA (Hispanic, Non-Hisp)"	"Interval"	"Alive at Start"	"Died"	"Lost to Followup"	"Observed Survival (Interval)"	"Observed Survival (Cum)"	"Expected Survival (Interval)"	"Expected Survival (Cum)"	"Relative Survival (Interval)"	"Relative Survival (Cum)"	"Observed SE (Interval)"	"Observed SE (Cum)"	"Relative SE (Interval)"	"Relative SE (Cum)"
0	3	2	2	1	12	264	20	39	0.91820	0.40338	0.96854	0.78776	0.94802	0.51206	0.01753	0.01650	0.01810	0.02095
0	3	2	2	1	13	205	11	35	0.94133	0.37972	0.96581	0.76082	0.97466	0.49908	0.01716	0.01701	0.01777	0.02235
0	3	2	2	1	14	159	18	26	0.87671	0.33290	0.96252	0.73230	0.91085	0.45459	0.02721	0.01814	0.02827	0.02477
0	3	2	2	1	15	115	8	27	0.92118	0.30666	0.95861	0.70200	0.96095	0.43684	0.02675	0.01893	0.02790	0.02697
0	3	2	2	1	16	80	8	13	0.89116	0.27328	0.95427	0.66990	0.93386	0.40795	0.03633	0.02022	0.03807	0.03018
0	3	2	2	1	17	59	6	12	0.88679	0.24235	0.94958	0.63612	0.93387	0.38097	0.04352	0.02152	0.04583	0.03382
0	3	2	2	1	18	41	2	11	0.94366	0.22869	0.94234	0.59944	1.00000*	0.38097#	0.03870	0.02237	0.04107	0.03382#
0	3	2	2	1	19	28	1	19	0.94595	0.21633	0.93650	0.56138	1.00000*	0.38097#	0.05257	0.02433	0.05614	0.03382#
0	3	3	0	0	1	7870	2903	45	0.63007	0.63007	0.98363	0.98363	0.64056	0.64056	0.00545	0.00545	0.00554	0.00554
0	3	3	0	0	2	4922	1157	22	0.76441	0.48163	0.98286	0.96676	0.77774	0.49819	0.00606	0.00565	0.00616	0.00584
0	3	3	0	0	3	3743	878	281	0.75628	0.36425	0.98158	0.94895	0.77047	0.38384	0.00715	0.00549	0.00729	0.00578
0	3	3	0	0	4	2584	583	220	0.76435	0.27841	0.98006	0.93003	0.77990	0.29936	0.00853	0.00522	0.00871	0.00561
0	3	3	0	0	5	1781	370	163	0.78229	0.21780	0.97818	0.90973	0.79974	0.23941	0.01001	0.00494	0.01023	0.00544
0	3	3	0	0	6	1248	261	113	0.78095	0.17009	0.97631	0.88818	0.79990	0.19150	0.01198	0.00466	0.01227	0.00525
0	3	3	0	0	7	874	153	90	0.81544	0.13870	0.97435	0.86540	0.83691	0.16027	0.01347	0.00444	0.01383	0.00513
0	3	3	0	0	8	631	115	62	0.80833	0.11211	0.97141	0.84065	0.83213	0.13337	0.01607	0.00422	0.01654	0.00502
0	3	3	0	0	9	454	78	45	0.81924	0.09185	0.96844	0.81412	0.84594	0.11282	0.01853	0.00404	0.01913	0.00496
0	3	3	0	0	10	331	50	37	0.84000	0.07715	0.96578	0.78626	0.86976	0.09813	0.02074	0.00389	0.02147	0.00495
0	3	3	0	0	11	244	24	27	0.89588	0.06912	0.96217	0.75652	0.93110	0.09137	0.02012	0.00381	0.02091	0.00504
0	3	3	0	0	12	193	26	21	0.85753	0.05927	0.95782	0.72461	0.89530	0.08180	0.02587	0.00373	0.02701	0.00514
0	3	3	0	0	13	146	9	31	0.93103	0.05518	0.95378	0.69112	0.97615	0.07985	0.02218	0.00371	0.02326	0.00537
0	3	3	0	0	14	106	11	21	0.88482	0.04883	0.94855	0.65556	0.93281	0.07448	0.03267	0.00375	0.03444	0.00571
0	3	3	0	0	15	74	14	14	0.79104	0.03863	0.94133	0.61710	0.84034	0.06259	0.04967	0.00383	0.05276	0.00620
0	3	3	0	0	16	46	8	10	0.80488	0.03109	0.93305	0.57579	0.86263	0.05399	0.06189	0.00390	0.06633	0.00677
0	3	3	0	0	17	28	3	6	0.88000	0.02736	0.92859	0.53467	0.94768	0.05117	0.06499	0.00398	0.06999	0.00745
0	3	3	0	0	18	19	2	7	0.87097	0.02383	0.92006	0.49192	0.94665	0.04844	0.08515	0.00418	0.09255	0.00849
0	3	3	0	0	19	10	2	5	0.73333	0.01747	0.90554	0.44545	0.80983	0.03923	0.16147	0.00492	0.17832	0.01104
0	3	3	0	1	1	728	259	12	0.64127	0.64127	0.98820	0.98820	0.64893	0.64893	0.01785	0.01785	0.01806	0.01806
0	3	3	0	1	2	457	111	6	0.75551	0.48449	0.98758	0.97593	0.76500	0.49644	0.02017	0.01869	0.02042	0.01915
0	3	3	0	1	3	340	88	24	0.73171	0.35450	0.98670	0.96295	0.74157	0.36814	0.02446	0.01810	0.02479	0.01879
0	3	3	0	1	4	228	52	24	0.75926	0.26916	0.98538	0.94887	0.77052	0.28366	0.02909	0.01718	0.02952	0.01810
0	3	3	0	1	5	152	30	21	0.78799	0.21209	0.98419	0.93387	0.80064	0.22711	0.03436	0.01639	0.03491	0.01756
0	3	3	0	1	6	101	16	8	0.83505	0.17711	0.98275	0.91776	0.84971	0.19298	0.03768	0.01585	0.03834	0.01727
0	3	3	0	1	7	77	15	9	0.79310	0.14047	0.98127	0.90056	0.80825	0.15598	0.04757	0.01513	0.04848	0.01681
0	3	3	0	1	8	53	4	9	0.91753	0.12888	0.97913	0.88176	0.93709	0.14616	0.03950	0.01495	0.04034	0.01696
0	3	3	0	1	9	40	5	5	0.86667	0.11170	0.97736	0.86180	0.88674	0.12961	0.05551	0.01480	0.05680	0.01718
0	3	3	0	1	10	30	3	5	0.89091	0.09951	0.97519	0.84042	0.91357	0.11841	0.05945	0.01477	0.06096	0.01757
0	3	3	0	1	11	22	1	2	0.95238	0.09477	0.97290	0.81764	0.97891	0.11591	0.04647	0.01480	0.04777	0.01811
0	3	3	0	1	12	19	6	3	0.65714	0.06228	0.97029	0.79335	0.67726	0.07850	0.11347	0.01450	0.11694	0.01828
0	3	3	0	1	13	10	1	1	0.89474	0.05572	0.96740	0.76749	0.92489	0.07261	0.09957	0.01438	0.10292	0.01874
0	3	3	0	1	14	8	3	2	0.57143	0.03184	0.96327	0.73930	0.59322	0.04307	0.18704	0.01327	0.19418	0.01795
0	3	3	0	1	15	3	0	1	1.00000	0.03184	0.95419	0.70543	1.00000*	0.04307#	0.00000	0.01327	0.00000	0.01795#
0	3	3	0	1	16	2	0	1	1.00000	0.03184	0.94074	0.66363	1.00000*	0.04307#	0.00000	0.01327	0.00000	0.01795#
0	3	3	0	1	17	1	0	0	1.00000	0.03184	0.95365	0.63287	1.00000*	0.04307#	0.00000	0.01327	0.00000	0.01795#
0	3	3	0	1	18	1	0	0	1.00000	0.03184	0.94883	0.60048	1.00000*	0.04307#	0.00000	0.01327	0.00000	0.01795#
0	3	3	0	1	19	1	0	1	+	+	0.94476	0.56731	+	+	+	+	+	+
0	3	3	2	0	1	7870	2903	45	0.63007	0.63007	0.98363	0.98363	0.64056	0.64056	0.00545	0.00545	0.00554	0.00554
0	3	3	2	0	2	4922	1157	22	0.76441	0.48163	0.98286	0.96676	0.77774	0.49819	0.00606	0.00565	0.00616	0.00584
0	3	3	2	0	3	3743	878	281	0.75628	0.36425	0.98158	0.94895	0.77047	0.38384	0.00715	0.00549	0.00729	0.00578
0	3	3	2	0	4	2584	583	220	0.76435	0.27841	0.98006	0.93003	0.77990	0.29936	0.00853	0.00522	0.00871	0.00561
0	3	3	2	0	5	1781	370	163	0.78229	0.21780	0.97818	0.90973	0.79974	0.23941	0.01001	0.00494	0.01023	0.00544
0	3	3	2	0	6	1248	261	113	0.78095	0.17009	0.97631	0.88818	0.79990	0.19150	0.01198	0.00466	0.01227	0.00525
0	3	3	2	0	7	874	153	90	0.81544	0.13870	0.97435	0.86540	0.83691	0.16027	0.01347	0.00444	0.01383	0.00513
0	3	3	2	0	8	631	115	62	0.80833	0.11211	0.97141	0.84065	0.83213	0.13337	0.01607	0.00422	0.01654	0.00502
0	3	3	2	0	9	454	78	45	0.81924	0.09185	0.96844	0.81412	0.84594	0.11282	0.01853	0.00404	0.01913	0.00496
0	3	3	2	0	10	331	50	37	0.84000	0.07715	0.96578	0.78626	0.86976	0.09813	0.02074	0.00389	0.02147	0.00495
0	3	3	2	0	11	244	24	27	0.89588	0.06912	0.96217	0.75652	0.93110	0.09137	0.02012	0.00381	0.02091	0.00504
0	3	3	2	0	12	193	26	21	0.85753	0.05927	0.95782	0.72461	0.89530	0.08180	0.02587	0.00373	0.02701	0.00514
0	3	3	2	0	13	146	9	31	0.93103	0.05518	0.95378	0.69112	0.97615	0.07985	0.02218	0.00371	0.02326	0.00537
0	3	3	2	0	14	106	11	21	0.88482	0.04883	0.94855	0.65556	0.93281	0.07448	0.03267	0.00375	0.03444	0.00571
0	3	3	2	0	15	74	14	14	0.79104	0.03863	0.94133	0.61710	0.84034	0.06259	0.04967	0.00383	0.05276	0.00620
0	3	3	2	0	16	46	8	10	0.80488	0.03109	0.93305	0.57579	0.86263	0.05399	0.06189	0.00390	0.06633	0.00677
0	3	3	2	0	17	28	3	6	0.88000	0.02736	0.92859	0.53467	0.94768	0.05117	0.06499	0.00398	0.06999	0.00745
0	3	3	2	0	18	19	2	7	0.87097	0.02383	0.92006	0.49192	0.94665	0.04844	0.08515	0.00418	0.09255	0.00849
0	3	3	2	0	19	10	2	5	0.73333	0.01747	0.90554	0.44545	0.80983	0.03923	0.16147	0.00492	0.17832	0.01104
0	3	3	2	1	1	728	259	12	0.64127	0.64127	0.98820	0.98820	0.64893	0.64893	0.01785	0.01785	0.01806	0.01806
0	3	3	2	1	2	457	111	6	0.75551	0.48449	0.98758	0.97593	0.76500	0.49644	0.02017	0.01869	0.02042	0.01915
0	3	3	2	1	3	340	88	24	0.73171	0.35450	0.98670	0.96295	0.74157	0.36814	0.02446	0.01810	0.02479	0.01879
0	3	3	2	1	4	228	52	24	0.75926	0.26916	0.98538	0.94887	0.77052	0.28366	0.02909	0.01718	0.02952	0.01810
0	3	3	2	1	5	152	30	21	0.78799	0.21209	0.98419	0.93387	0.80064	0.22711	0.03436	0.01639	0.03491	0.01756
0	3	3	2	1	6	101	16	8	0.83505	0.17711	0.98275	0.91776	0.84971	0.19298	0.03768	0.01585	0.03834	0.01727
0	3	3	2	1	7	77	15	9	0.79310	0.14047	0.98127	0.90056	0.80825	0.15598	0.04757	0.01513	0.04848	0.01681
0	3	3	2	1	8	53	4	9	0.91753	0.12888	0.97913	0.88176	0.93709	0.14616	0.03950	0.01495	0.04034	0.01696
0	3	3	2	1	9	40	5	5	0.86667	0.11170	0.97736	0.86180	0.88674	0.12961	0.05551	0.01480	0.05680	0.01718
0	3	3	2	1	10	30	3	5	0.89091	0.09951	0.97519	0.84042	0.91357	0.11841	0.05945	0.01477	0.06096	0.01757
0	3	3	2	1	11	22	1	2	0.95238	0.09477	0.97290	0.81764	0.97891	0.11591	0.04647	0.01480	0.04777	0.01811
0	3	3	2	1	12	19	6	3	0.65714	0.06228	0.97029	0.79335	0.67726	0.07850	0.11347	0.01450	0.11694	0.01828
0	3	3	2	1	13	10	1	1	0.89474	0.05572	0.96740	0.76749	0.92489	0.07261	0.09957	0.01438	0.10292	0.01874
0	3	3	2	1	14	8	3	2	0.57143	0.03184	0.96327	0.73930	0.59322	0.04307	0.18704	0.01327	0.19418	0.01795
0	3	3	2	1	15	3	0	1	1.00000	0.03184	0.95419	0.70543	1.00000*	0.04307#	0.00000	0.01327	0.00000	0.01795#
0	3	3	2	1	16	2	0	1	1.00000	0.03184	0.94074	0.66363	1.00000*	0.04307#	0.00000	0.01327	0.00000	0.01795#
0	3	3	2	1	17	1	0	0	1.00000	0.03184	0.95365	0.63287	1.00000*	0.04307#	0.00000	0.01327	0.00000	0.01795#
0	3	3	2	1	18	1	0	0	1.00000	0.03184	0.94883	0.60048	1.00000*	0.04307#	0.00000	0.01327	0.00000	0.01795#
0	3	3	2	1	19	1	0	1	+	+	0.94476	0.56731	+	+	+	+	+	+
0	3	4	0	0	1	159830	6269	923	0.96066	0.96066	0.98419	0.98419	0.97610	0.97610	0.00049	0.00049	0.00049	0.00049
0	3	4	0	0	2	152638	4977	720	0.96732	0.92927	0.98300	0.96746	0.98405	0.96052	0.00046	0.00064	0.00046	0.00066
0	3	4	0	0	3	146941	5048	10934	0.96432	0.89611	0.98164	0.94970	0.98235	0.94357	0.00049	0.00077	0.00050	0.00081
0	3	4	0	0	4	130959	4461	10216	0.96455	0.86434	0.98000	0.93071	0.98423	0.92869	0.00052	0.00088	0.00053	0.00094
0	3	4	0	0	5	116282	3930	9704	0.96473	0.83386	0.97816	0.91038	0.98627	0.91595	0.00055	0.00097	0.00056	0.00107
0	3	4	0	0	6	102648	3616	8791	0.96320	0.80317	0.97606	0.88858	0.98683	0.90388	0.00060	0.00106	0.00062	0.00120
0	3	4	0	0	7	90241	3246	8060	0.96235	0.77293	0.97366	0.86517	0.98839	0.89338	0.00065	0.00115	0.00067	0.00133
0	3	4	0	0	8	78935	3036	7263	0.95968	0.74177	0.97097	0.84005	0.98838	0.88300	0.00072	0.00123	0.00074	0.00147
0	3	4	0	0	9	68636	2762	6616	0.95772	0.71041	0.96797	0.81315	0.98941	0.87365	0.00079	0.00132	0.00081	0.00162
0	3	4	0	0	10	59258	2531	6033	0.95500	0.67844	0.96461	0.78437	0.99004	0.86495	0.00087	0.00140	0.00091	0.00179
0	3	4	0	0	11	50694	2423	5716	0.94935	0.64407	0.96086	0.75367	0.98802	0.85459	0.00100	0.00150	0.00104	0.00198
0	3	4	0	0	12	42555	2229	5146	0.94425	0.60817	0.95665	0.72100	0.98704	0.84351	0.00115	0.00159	0.00120	0.00221
0	3	4	0	0	13	35180	2007	4513	0.93904	0.57109	0.95201	0.68639	0.98638	0.83202	0.00132	0.00170	0.00139	0.00247
0	3	4	0	0	14	28660	1734	4016	0.93494	0.53394	0.94687	0.64993	0.98740	0.82153	0.00151	0.00181	0.00160	0.00278
0	3	4	0	0	15	22910	1491	3589	0.92939	0.49623	0.94113	0.61166	0.98753	0.81129	0.00176	0.00192	0.00187	0.00315
0	3	4	0	0	16	17830	1297	3309	0.91982	0.45644	0.93462	0.57167	0.98416	0.79844	0.00214	0.00206	0.00228	0.00361
0	3	4	0	0	17	13224	1056	2933	0.91018	0.41545	0.92758	0.53027	0.98125	0.78347	0.00264	0.00223	0.00284	0.00421
0	3	4	0	0	18	9235	725	2932	0.90668	0.37668	0.92003	0.48786	0.98549	0.77210	0.00330	0.00244	0.00359	0.00501
0	3	4	0	0	19	5578	461	2732	0.89055	0.33545	0.91110	0.44449	0.97745	0.75469	0.00481	0.00283	0.00528	0.00637
0	3	4	0	1	1	15305	526	365	0.96522	0.96522	0.98854	0.98854	0.97641	0.97641	0.00149	0.00149	0.00151	0.00151
0	3	4	0	1	2	14414	481	249	0.96634	0.93273	0.98760	0.97628	0.97847	0.95539	0.00151	0.00205	0.00153	0.00210
0	3	4	0	1	3	13684	473	1192	0.96386	0.89902	0.98655	0.96314	0.97700	0.93342	0.00163	0.00249	0.00165	0.00259
0	3	4	0	1	4	12019	390	1186	0.96587	0.86833	0.98532	0.94900	0.98026	0.91499	0.00170	0.00285	0.00172	0.00300
0	3	4	0	1	5	10443	299	1049	0.96985	0.84216	0.98393	0.93375	0.98569	0.90191	0.00172	0.00314	0.00174	0.00336
0	3	4	0	1	6	9095	313	883	0.96383	0.81169	0.98230	0.91722	0.98120	0.88495	0.00201	0.00347	0.00204	0.00378
0	3	4	0	1	7	7899	275	870	0.96316	0.78179	0.98050	0.89934	0.98231	0.86929	0.00218	0.00378	0.00222	0.00420
0	3	4	0	1	8	6754	241	775	0.96215	0.75220	0.97851	0.88002	0.98327	0.85475	0.00239	0.00409	0.00244	0.00465
0	3	4	0	1	9	5738	221	649	0.95918	0.72149	0.97626	0.85912	0.98250	0.83980	0.00269	0.00441	0.00275	0.00514
0	3	4	0	1	10	4868	244	573	0.94674	0.68306	0.97375	0.83657	0.97227	0.81651	0.00332	0.00482	0.00341	0.00576
0	3	4	0	1	11	4051	185	523	0.95118	0.64972	0.97082	0.81215	0.97977	0.79999	0.00350	0.00517	0.00361	0.00636
0	3	4	0	1	12	3343	180	459	0.94219	0.61215	0.96774	0.78596	0.97359	0.77887	0.00418	0.00558	0.00432	0.00709
0	3	4	0	1	13	2704	148	381	0.94112	0.57611	0.96425	0.75786	0.97601	0.76018	0.00470	0.00598	0.00487	0.00789
0	3	4	0	1	14	2175	129	344	0.93560	0.53901	0.96047	0.72789	0.97411	0.74050	0.00548	0.00643	0.00571	0.00883
0	3	4	0	1	15	1702	84	340	0.94517	0.50945	0.95603	0.69589	0.98864	0.73209	0.00582	0.00684	0.00608	0.00982
0	3	4	0	1	16	1278	94	254	0.91833	0.46785	0.95095	0.66175	0.96570	0.70698	0.00807	0.00751	0.00849	0.01134
0	3	4	0	1	17	930	59	237	0.92730	0.43383	0.94560	0.62575	0.98064	0.69330	0.00911	0.00816	0.00964	0.01304
0	3	4	0	1	18	634	46	226	0.91171	0.39553	0.93955	0.58792	0.97037	0.67276	0.01243	0.00919	0.01323	0.01563
0	3	4	0	1	19	362	20	182	0.92620	0.36634	0.93351	0.54883	0.99217	0.66749	0.01588	0.01058	0.01701	0.01927
0	3	4	2	0	1	159830	6269	923	0.96066	0.96066	0.98419	0.98419	0.97610	0.97610	0.00049	0.00049	0.00049	0.00049
0	3	4	2	0	2	152638	4977	720	0.96732	0.92927	0.98300	0.96746	0.98405	0.96052	0.00046	0.00064	0.00046	0.00066
0	3	4	2	0	3	146941	5048	10934	0.96432	0.89611	0.98164	0.94970	0.98235	0.94357	0.00049	0.00077	0.00050	0.00081
0	3	4	2	0	4	130959	4461	10216	0.96455	0.86434	0.98000	0.93071	0.98423	0.92869	0.00052	0.00088	0.00053	0.00094
0	3	4	2	0	5	116282	3930	9704	0.96473	0.83386	0.97816	0.91038	0.98627	0.91595	0.00055	0.00097	0.00056	0.00107
0	3	4	2	0	6	102648	3616	8791	0.96320	0.80317	0.97606	0.88858	0.98683	0.90388	0.00060	0.00106	0.00062	0.00120
0	3	4	2	0	7	90241	3246	8060	0.96235	0.77293	0.97366	0.86517	0.98839	0.89338	0.00065	0.00115	0.00067	0.00133
0	3	4	2	0	8	78935	3036	7263	0.95968	0.74177	0.97097	0.84005	0.98838	0.88300	0.00072	0.00123	0.00074	0.00147
0	3	4	2	0	9	68636	2762	6616	0.95772	0.71041	0.96797	0.81315	0.98941	0.87365	0.00079	0.00132	0.00081	0.00162
0	3	4	2	0	10	59258	2531	6033	0.95500	0.67844	0.96461	0.78437	0.99004	0.86495	0.00087	0.00140	0.00091	0.00179
0	3	4	2	0	11	50694	2423	5716	0.94935	0.64407	0.96086	0.75367	0.98802	0.85459	0.00100	0.00150	0.00104	0.00198
0	3	4	2	0	12	42555	2229	5146	0.94425	0.60817	0.95665	0.72100	0.98704	0.84351	0.00115	0.00159	0.00120	0.00221
0	3	4	2	0	13	35180	2007	4513	0.93904	0.57109	0.95201	0.68639	0.98638	0.83202	0.00132	0.00170	0.00139	0.00247
0	3	4	2	0	14	28660	1734	4016	0.93494	0.53394	0.94687	0.64993	0.98740	0.82153	0.00151	0.00181	0.00160	0.00278
0	3	4	2	0	15	22910	1491	3589	0.92939	0.49623	0.94113	0.61166	0.98753	0.81129	0.00176	0.00192	0.00187	0.00315
0	3	4	2	0	16	17830	1297	3309	0.91982	0.45644	0.93462	0.57167	0.98416	0.79844	0.00214	0.00206	0.00228	0.00361
0	3	4	2	0	17	13224	1056	2933	0.91018	0.41545	0.92758	0.53027	0.98125	0.78347	0.00264	0.00223	0.00284	0.00421
0	3	4	2	0	18	9235	725	2932	0.90668	0.37668	0.92003	0.48786	0.98549	0.77210	0.00330	0.00244	0.00359	0.00501
0	3	4	2	0	19	5578	461	2732	0.89055	0.33545	0.91110	0.44449	0.97745	0.75469	0.00481	0.00283	0.00528	0.00637
0	3	4	2	1	1	15305	526	365	0.96522	0.96522	0.98854	0.98854	0.97641	0.97641	0.00149	0.00149	0.00151	0.00151
0	3	4	2	1	2	14414	481	249	0.96634	0.93273	0.98760	0.97628	0.97847	0.95539	0.00151	0.00205	0.00153	0.00210
0	3	4	2	1	3	13684	473	1192	0.96386	0.89902	0.98655	0.96314	0.97700	0.93342	0.00163	0.00249	0.00165	0.00259
0	3	4	2	1	4	12019	390	1186	0.96587	0.86833	0.98532	0.94900	0.98026	0.91499	0.00170	0.00285	0.00172	0.00300
0	3	4	2	1	5	10443	299	1049	0.96985	0.84216	0.98393	0.93375	0.98569	0.90191	0.00172	0.00314	0.00174	0.00336
0	3	4	2	1	6	9095	313	883	0.96383	0.81169	0.98230	0.91722	0.98120	0.88495	0.00201	0.00347	0.00204	0.00378
0	3	4	2	1	7	7899	275	870	0.96316	0.78179	0.98050	0.89934	0.98231	0.86929	0.00218	0.00378	0.00222	0.00420
0	3	4	2	1	8	6754	241	775	0.96215	0.75220	0.97851	0.88002	0.98327	0.85475	0.00239	0.00409	0.00244	0.00465
0	3	4	2	1	9	5738	221	649	0.95918	0.72149	0.97626	0.85912	0.98250	0.83980	0.00269	0.00441	0.00275	0.00514
0	3	4	2	1	10	4868	244	573	0.94674	0.68306	0.97375	0.83657	0.97227	0.81651	0.00332	0.00482	0.00341	0.00576
0	3	4	2	1	11	4051	185	523	0.95118	0.64972	0.97082	0.81215	0.97977	0.79999	0.00350	0.00517	0.00361	0.00636
0	3	4	2	1	12	3343	180	459	0.94219	0.61215	0.96774	0.78596	0.97359	0.77887	0.00418	0.00558	0.00432	0.00709
0	3	4	2	1	13	2704	148	381	0.94112	0.57611	0.96425	0.75786	0.97601	0.76018	0.00470	0.00598	0.00487	0.00789
0	3	4	2	1	14	2175	129	344	0.93560	0.53901	0.96047	0.72789	0.97411	0.74050	0.00548	0.00643	0.00571	0.00883
0	3	4	2	1	15	1702	84	340	0.94517	0.50945	0.95603	0.69589	0.98864	0.73209	0.00582	0.00684	0.00608	0.00982
0	3	4	2	1	16	1278	94	254	0.91833	0.46785	0.95095	0.66175	0.96570	0.70698	0.00807	0.00751	0.00849	0.01134
0	3	4	2	1	17	930	59	237	0.92730	0.43383	0.94560	0.62575	0.98064	0.69330	0.00911	0.00816	0.00964	0.01304
0	3	4	2	1	18	634	46	226	0.91171	0.39553	0.93955	0.58792	0.97037	0.67276	0.01243	0.00919	0.01323	0.01563
0	3	4	2	1	19	362	20	182	0.92620	0.36634	0.93351	0.54883	0.99217	0.66749	0.01588	0.01058	0.01701	0.01927
0	4	0	0	0	1	60643	1814	278	0.97002	0.97002	0.94504	0.94504	1.00000*	1.00000*	0.00069	0.00069	0.00073	0.00073
0	4	0	0	0	2	58551	2464	191	0.95785	0.92913	0.94027	0.88859	1.00000*	1.00000*#	0.00083	0.00104	0.00088	0.00073#
0	4	0	0	0	3	55896	2845	3095	0.94765	0.88049	0.93549	0.83127	1.00000*	1.00000*#	0.00096	0.00133	0.00102	0.00073#
0	4	0	0	0	4	49956	2792	3047	0.94235	0.82974	0.93011	0.77317	1.00000*	1.00000*#	0.00106	0.00156	0.00114	0.00073#
0	4	0	0	0	5	44117	2877	2697	0.93273	0.77392	0.92449	0.71479	1.00000*	1.00000*#	0.00121	0.00177	0.00131	0.00073#
0	4	0	0	0	6	38543	2843	2504	0.92376	0.71492	0.91857	0.65658	1.00000*	1.00000*#	0.00137	0.00195	0.00150	0.00073#
0	4	0	0	0	7	33196	2695	2352	0.91583	0.65475	0.91207	0.59885	1.00000*	1.00000*#	0.00155	0.00210	0.00170	0.00073#
0	4	0	0	0	8	28149	2505	2156	0.90747	0.59416	0.90541	0.54220	1.00000*	1.00000*#	0.00176	0.00223	0.00195	0.00073#
0	4	0	0	0	9	23488	2376	1905	0.89457	0.53151	0.89853	0.48718	0.99559	1.00000*#	0.00205	0.00234	0.00228	0.00073#
0	4	0	0	0	10	19207	2058	1683	0.88794	0.47195	0.89081	0.43399	0.99678	1.00000*#	0.00233	0.00241	0.00261	0.00073#
0	4	0	0	0	11	15466	1801	1520	0.87753	0.41416	0.88257	0.38302	0.99429	1.00000*#	0.00270	0.00247	0.00306	0.00073#
0	4	0	0	0	12	12145	1551	1290	0.86513	0.35830	0.87384	0.33470	0.99003	1.00000*#	0.00319	0.00251	0.00365	0.00073#
0	4	0	0	0	13	9304	1275	1092	0.85442	0.30614	0.86439	0.28931	0.98847	1.00000*#	0.00377	0.00254	0.00436	0.00073#
0	4	0	0	0	14	6937	997	930	0.84595	0.25898	0.85433	0.24717	0.99020	1.00000*#	0.00449	0.00255	0.00525	0.00073#
0	4	0	0	0	15	5010	766	744	0.83484	0.21621	0.84344	0.20847	0.98980	1.00000*#	0.00545	0.00255	0.00646	0.00073#
0	4	0	0	0	16	3500	598	632	0.81219	0.17560	0.83170	0.17338	0.97654	1.00000*	0.00692	0.00256	0.00832	0.01475
0	4	0	0	0	17	2270	399	525	0.80125	0.14070	0.82042	0.14225	0.97663	0.98910	0.00891	0.00258	0.01086	0.01812
0	4	0	0	0	18	1346	245	424	0.78395	0.11030	0.80578	0.11462	0.97291	0.96230	0.01222	0.00265	0.01517	0.02315
0	4	0	0	0	19	677	90	311	0.82742	0.09126	0.79318	0.09091	1.00000*	0.96230*#	0.01655	0.00286	0.02086	0.02315#
0	4	0	0	1	1	3825	80	67	0.97890	0.97890	0.96089	0.96089	1.00000*	1.00000*	0.00233	0.00233	0.00243	0.00243
0	4	0	0	1	2	3678	141	36	0.96148	0.94119	0.95716	0.91973	1.00000*	1.00000*#	0.00318	0.00384	0.00332	0.00243#
0	4	0	0	1	3	3501	152	244	0.95502	0.89885	0.95392	0.87735	1.00000*	1.00000*#	0.00357	0.00497	0.00374	0.00243#
0	4	0	0	1	4	3105	167	290	0.94358	0.84814	0.94988	0.83338	0.99337	1.00000*	0.00424	0.00604	0.00446	0.00725
0	4	0	0	1	5	2648	195	228	0.92305	0.78287	0.94577	0.78819	0.97597	0.99326	0.00529	0.00716	0.00560	0.00909
0	4	0	0	1	6	2225	143	207	0.93259	0.73010	0.94172	0.74225	0.99031	0.98363	0.00544	0.00792	0.00578	0.01067
0	4	0	0	1	7	1875	133	177	0.92555	0.67575	0.93634	0.69499	0.98848	0.97231	0.00621	0.00862	0.00663	0.01240
0	4	0	0	1	8	1565	129	159	0.91316	0.61707	0.93130	0.64725	0.98053	0.95337	0.00731	0.00929	0.00785	0.01436
0	4	0	0	1	9	1277	118	156	0.90158	0.55634	0.92565	0.59912	0.97400	0.92859	0.00860	0.00992	0.00929	0.01655
0	4	0	0	1	10	1003	89	98	0.90671	0.50444	0.92009	0.55125	0.98545	0.91508	0.00942	0.01041	0.01023	0.01888
0	4	0	0	1	11	816	80	90	0.89624	0.45209	0.91372	0.50369	0.98087	0.89757	0.01098	0.01085	0.01202	0.02154
0	4	0	0	1	12	646	81	81	0.86623	0.39162	0.90724	0.45696	0.95479	0.85700	0.01383	0.01129	0.01525	0.02470
0	4	0	0	1	13	484	59	77	0.86756	0.33975	0.90179	0.41209	0.96204	0.82447	0.01606	0.01164	0.01781	0.02824
0	4	0	0	1	14	348	45	64	0.85759	0.29137	0.89480	0.36873	0.95842	0.79019	0.01966	0.01201	0.02197	0.03257
0	4	0	0	1	15	239	39	37	0.82313	0.23984	0.88493	0.32630	0.93017	0.73501	0.02570	0.01240	0.02904	0.03800
0	4	0	0	1	16	163	29	31	0.80339	0.19268	0.87408	0.28521	0.91913	0.67557	0.03272	0.01268	0.03744	0.04447
0	4	0	0	1	17	103	14	24	0.84615	0.16304	0.86546	0.24684	0.97770	0.66050	0.03782	0.01297	0.04370	0.05255
0	4	0	0	1	18	65	17	21	0.68807	0.11218	0.85024	0.20987	0.80927	0.53452	0.06275	0.01358	0.07381	0.06469
0	4	0	0	1	19	27	3	12	0.85714	0.09616	0.84232	0.17678	1.00000*	0.53452#	0.07636	0.01445	0.09065	0.06469#
